profile_index,experiment_id,plurality_winner,plurality_vse,plurality_winner_rank,plurality_regret,plurality_condorcet_winner_exists,plurality_is_condorcet_winner,plurality_has_cycle,plurality_cycle_type,borda_winner,borda_vse,borda_winner_rank,borda_regret,borda_condorcet_winner_exists,borda_is_condorcet_winner,borda_has_cycle,borda_cycle_type,irv_winner,irv_vse,irv_winner_rank,irv_regret,irv_condorcet_winner_exists,irv_is_condorcet_winner,irv_has_cycle,irv_cycle_type,approval_winner,approval_vse,approval_winner_rank,approval_regret,approval_condorcet_winner_exists,approval_is_condorcet_winner,approval_has_cycle,approval_cycle_type,star_winner,star_vse,star_winner_rank,star_regret,star_condorcet_winner_exists,star_is_condorcet_winner,star_has_cycle,star_cycle_type,schulze_winner,schulze_vse,schulze_winner_rank,schulze_regret,schulze_condorcet_winner_exists,schulze_is_condorcet_winner,schulze_has_cycle,schulze_cycle_type,config_experiment_id,config_created_at,config_n_profiles,config_n_voters,config_n_candidates,config_voting_rules,config_geometry_method,config_geometry_n_dim,config_geometry_phi,config_manipulation_enabled,config_manipulation_fraction,config_manipulation_strategy,config_utility_function,config_utility_distance_metric,config_utility_sigma_factor,config_rng_seed,config_epsilon,agg_n_profiles,agg_vse_mean,agg_vse_std,agg_vse_min,agg_vse_max,agg_vse_median,agg_utility_mean,agg_utility_std,agg_regret_mean,agg_regret_max,agg_winner_rank_1st_pct,agg_winner_rank_2nd_pct,agg_winner_rank_3rd_pct,agg_condorcet_winner_pct,agg_condorcet_efficiency,agg_cycle_percentage,agg_type1_percentage,agg_type2_percentage,compute_time_seconds,saved_at
214,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,1,0.7708038472038901,1,0.030950665155682455,True,False,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
215,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
216,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
217,3e02d790,1,0.8835370585917764,1,0.01483437377036767,True,True,False,0,0,1.0,0,0.0,True,False,False,0,1,0.8835370585917764,1,0.01483437377036767,True,True,False,0,0,1.0,0,0.0,True,False,False,0,1,0.8835370585917764,1,0.01483437377036767,True,True,False,0,1,0.8835370585917764,1,0.01483437377036767,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
218,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
219,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,1,0.01099005897277564,1,0.08776753732963771,True,False,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
220,3e02d790,1,0.7840053958173612,1,0.024232779152580486,True,True,False,0,1,0.7840053958173612,1,0.024232779152580486,True,True,False,0,1,0.7840053958173612,1,0.024232779152580486,True,True,False,0,1,0.7840053958173612,1,0.024232779152580486,True,True,False,0,1,0.7840053958173612,1,0.024232779152580486,True,True,False,0,1,0.7840053958173612,1,0.024232779152580486,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
221,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
222,3e02d790,1,0.8982059860659791,1,0.003953884904722593,True,False,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
223,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
224,3e02d790,2,1.0,0,0.0,True,False,False,0,1,0.8128299480248297,1,0.009852873113569749,True,True,False,0,1,0.8128299480248297,1,0.009852873113569749,True,True,False,0,1,0.8128299480248297,1,0.009852873113569749,True,True,False,0,1,0.8128299480248297,1,0.009852873113569749,True,True,False,0,1,0.8128299480248297,1,0.009852873113569749,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
225,3e02d790,1,0.854047514208237,1,0.016377033020785747,True,False,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
226,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
227,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
228,3e02d790,0,0.0,2,0.02411035767931624,True,False,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
229,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
230,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
231,3e02d790,2,0.13358433955815624,1,0.05741939727649281,True,False,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
232,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,1,0.24652457549947507,1,0.06769437336619488,True,False,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
233,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
234,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
235,3e02d790,0,0.7099411046405348,1,0.03632705741642295,True,True,False,0,0,0.7099411046405348,1,0.03632705741642295,True,True,False,0,0,0.7099411046405348,1,0.03632705741642295,True,True,False,0,1,1.0,0,0.0,True,False,False,0,0,0.7099411046405348,1,0.03632705741642295,True,True,False,0,0,0.7099411046405348,1,0.03632705741642295,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
236,3e02d790,2,1.0,0,0.0,True,True,False,0,0,0.8905752886921197,1,0.01925208749598528,True,False,False,0,2,1.0,0,0.0,True,True,False,0,0,0.8905752886921197,1,0.01925208749598528,True,False,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
237,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
238,3e02d790,0,1.0,0,0.0,True,False,False,0,1,0.007526978317956332,1,0.06468790096796828,True,True,False,0,1,0.007526978317956332,1,0.06468790096796828,True,True,False,0,1,0.007526978317956332,1,0.06468790096796828,True,True,False,0,2,0.0,2,0.0651784981100395,True,False,False,0,1,0.007526978317956332,1,0.06468790096796828,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
239,3e02d790,0,0.0,2,0.09003274965045793,True,False,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
240,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
241,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
242,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
243,3e02d790,1,0.4115029689186421,1,0.024086554158076035,True,False,False,0,2,1.0,0,0.0,True,True,False,0,0,0.0,2,0.04092893062487879,True,False,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
244,3e02d790,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,1,0.7618010440491912,1,0.059457555933497996,True,False,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
245,3e02d790,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,1,0.4699473332057023,1,0.04910051122079706,True,False,False,0,2,1.0,0,0.0,True,True,False,0,2,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
246,3e02d790,2,0.8342953629386989,1,0.029635553827825012,True,False,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,0,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
247,3e02d790,2,0.0,2,0.1256982698816297,True,False,False,0,1,1.0,0,0.0,True,True,False,0,0,0.8348071853297337,1,0.020764451000929163,True,False,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
248,3e02d790,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,0,0.4691377314414207,1,0.020986327336834143,True,False,False,0,1,1.0,0,0.0,True,True,False,0,1,1.0,0,0.0,True,True,False,0,3e02d790,2025-12-30T18:25:34.426884,1000,25,3,"['plurality', 'borda', 'irv', 'approval', 'star', 'schulze']",uniform,2,0.5,False,0.2,compromise,gaussian,l2,0.5,,1e-09,1000,0.8781416373655132,0.2780071872035541,0.0,1.0,1.0,0.7927368037813501,0.050774991226002035,0.009288221250582302,0.1274620332589188,75.1,18.8,6.1,98.6,78.49898580121703,1.4,0.6,0.8,1.2288905000023078,2025-12-30T18:25:36.057017
